BscStartDate,Asset,OriginalShorttext,PMType,Cost
2002-06-14,B,RH120C-SLEW RING CHANGEOUT,PM02,0
2002-06-17,B,OIL LEAK SEE TEXT,PM01,0
2002-06-18,B,Fabricate hose x 2,PM01,203.23
2002-06-18,B,REPLACE LH OIL PRESSURE SENDER,PM01,372.3
2002-06-23,B,R/H P.T.O. LOW ON OIL.,PM01,286.51
2002-06-25,B,slew brakes releasingl,PM01,358.13
2002-07-02,B,hose to header tank u/s,PM01,0
2002-07-20,B,RH120C-LH SLEW BRAKE CHANGEOUT,PM02,0
2002-07-22,B,REPLACE HOSE SEE TEXT,PM01,175.53
2002-08-14,B,SLEW BRAKE NOT HOLDING  MACHIN IS SLEWIN,PM01,8841.28
2002-08-17,B,HYD TUNE,PM01,959.56
2002-09-10,B,Replace oil cooling fan,PM01,3269.21
2002-09-12,B,REAR HYD OIL COOLER HOLED,PM01,0
2002-09-13,B,RH120C-LH SLEW GEARBOX CHANGEOUT,PM02,65777.1
2002-09-21,B,r/h finial drive making oil.,PM01,239.89
2002-10-08,B,reseal lh slew motor mounting o-ring,PM01,481.54
2002-10-15,B,REPLACE SLEW HOSE,PM01,839.24
2002-10-17,B,replace split cooling hose (see note),PM01,648.8
2002-11-05,B,Replace leaking rear oil cooler,PM01,14717.34
2002-11-08,B,Slew brakes not releasing,PM01,122.85
2002-11-09,B,machine slewing on  it's own,PM01,429.99
2002-11-11,B,SLOW HYDRAULICS??,PM01,0
2002-11-23,B,reseal rh slew blocking valves,PM01,193.81
2002-11-23,B,cam follower covers weeping oil,PM01,66.06
2002-11-26,B,OIL LEAK SWIVEL AREA,PM01,0
2002-11-26,B,REPLACE SLEW HOSE   WEEPING  HOSE ON SHD,PM01,184.28
2002-11-27,B,oil leak on main valve body,PM01,763.19
2002-12-09,B,REPLACE L/H SLEW MOTOR BLEED TAP,PM01,0
2002-12-11,B,rh slew blocking valve leaking,PM01,290.72
2002-12-18,B,replace l/h outer crowd hose SEE TEXT,PM01,1572.94
2002-12-18,B,BOTH SLEW MOTOR MOUNTING SEALS U/S,PM01,581.44
2002-12-27,B,OIL LEAK ON CLAM RAM.SEE HISTORY.,PM01,581.44
2002-12-30,B,Hoses to be replaced  NEXT down day,PM01,0
2002-12-30,B,replace lh slew pump upper relief valve,PM01,2668.77
2003-01-02,B,front cooling fan hose leaking  see text,PM01,413.72
2003-01-02,B,swing boxes using oil,PM01,185.62
2003-01-02,B,RESEAL R/H SLEW BLOCKING VAVE SEE TEXT,PM01,55.73
2003-01-04,B,RH120C-LH SLEW MOTOR CHANGEOUT,PM02,0
2003-01-07,B,NEEDS OIL IN SLEW BOXES,PM01,277.55
2003-01-08,B,RESEAL LH TRAVEL HOSES AT MOTOR,PM01,55.73
2003-01-09,B,Change out right slew gearbox,PM01,51589.76
2003-01-11,B,slew brake not holding  see text . brake,PM01,996.56
2003-01-12,B,oil leak swivel hoses,PM01,208.17
2003-01-12,B,replace hyd hose  ON ORDER SEETEXT,PM01,1403.59
2003-01-15,B,r/h slew box using oil  see text,PM01,364.13
2003-01-15,B,hyd hose see text,PM01,2585.2
2003-01-29,B,SLEW MOTORS LOW ON OIL,PM01,0
2003-01-29,B,hydraulics eratic,PM01,828.98
2003-01-29,B,replace servo hose,PM01,222.93
2003-02-06,B,Right slew motor leaking oil,PM01,75.82
2003-02-15,B,slew warning light coming,PM01,445.86
2003-02-27,B,hydraulic leak,PM01,330.7
2003-03-14,B,RH120C-RH SLEW BRAKE CHANGEOUT,PM02,0
2003-03-26,B,change oil in RHS slew box,PM01,1059.6
2003-04-03,B,REFILL OIL IN PROPEL BOX,PM01,191.2
2003-04-10,B,repaired hose on rotary joint.,PM01,237.52
2003-04-24,B,replace hose,PM01,456.23
2003-05-21,B,Slew blocking valve leaking both sides,PM01,264.18
2003-05-21,B,Replace rotary joint case drain hose,PM01,63.79
2003-05-21,B,oil leak l/h servo screen housing  TEXT,PM01,63.79
2003-05-21,B,reseal rh slew motor hoses,PM01,63.79
2003-05-21,B,oil leak on both cooling pump mounts,PM02,156.71
2003-05-22,B,hydraulic tank mounts cracked,PM01,0
2003-05-30,B,OIL LEAK R/H SUMP   TEXT,PM01,0
2003-06-01,B,Hose on RH clam u/s (pipe to dist block),PM01,1208.22
2003-06-09,B,replaced blown hyd hose.,PM01,223.73
2003-06-18,B,replace slew motor hose,PM01,1191.28
2003-06-19,B,cracked return pipe,PM01,2586.42
2003-07-04,B,Blown hyd hoses,PM01,2792.39
2003-07-19,B,hydraulic tank high level warning coming,PM01,1043.92
2003-07-29,B,oil leak on main control valve,PM01,128.35
2003-08-04,B,replace hoses,PM01,1891.61
2003-08-29,B,blown hose  completed,PM01,789.24
2003-09-07,B,replace busted grease hose bucket pin,PM01,892.22
2003-09-21,B,repaired oil leak at ps4,PM01,941.96
2003-09-24,B,oil leak,PM01,1784.43
2003-10-15,B,Replace front oil cooler fan,PM01,0
2003-11-11,B,blown hose   completed,PM01,794.96
2003-11-14,B,replace l/h crowd hose,PM01,2195.68
2003-12-12,B,Slew brake light staying on,PM01,1627.71
2003-12-14,B,wont slew,PM01,1475.32
2003-12-24,B,Repair control valve oil leaks,PM01,8380.44
2004-01-01,B,replace hose to slew mtr,PM01,1458.32
2004-01-15,B,oil leak on boom control valve releif,PM01,240.39
2004-01-27,B,RH120C-LH SLEW BRAKE CHANGEOUT,PM02,0
2004-01-29,B,blown hydraulic hose,PM01,1104.39
2004-01-30,B,Repair valve oil leaks,PM01,896.31
2004-02-01,B,replace return hose,PM01,370.52
2004-02-06,B,slew box low on oil,PM01,42.13
2004-02-06,B,SLEW MOTORS HIGH TEMP,PM01,0
2004-02-18,B,oil leak dist. block rear of bucket,PM01,4.53
2004-03-08,B,oil leak r/h slew blocking valve,PM01,0
2004-03-17,B,replace hose bracket r/h crowd lower,PM01,0
2004-03-23,B,replace blown hose,PM01,369.62
2004-03-26,B,replace terex slew control valve(we used,PM01,1080.52
2004-04-23,B,RH slew box failure,PM01,61015.21
2004-05-08,B,top up slew boxes,PM01,1069.53
2004-05-08,B,replace slew motor case drain hose,PM01,0
2004-05-09,B,replace r/h slew motor case drain,PM01,262.74
2004-05-11,B,repair fittings slew box,PM01,239.18
2004-05-12,B,REPAIR SLEW BOX LEAK,PM01,197.05
2004-05-17,B,replaced leaking hose,PM01,841.08
2004-05-23,B,RH120C-RH SLEW MOTOR CHANGEOUT,PM02,0
2004-05-23,B,RH120C-RH SLEW GEARBOX CHANGEOUT,PM02,0
2004-05-24,B,RH120C-RH SLEW BRAKE CHANGEOUT,PM02,0
2004-01-31,C,REPAIR HYDRAULIC OIL LEAK,PM01,74.1
2004-02-01,C,REPAIRED HYDRAULIC OIL LEAKS,PM01,111.15
2004-02-06,C,RESEAL ELBOW AT SLEW BALANCE VALVE,PM01,74.1
2004-05-14,C,CAPITAL- WASHDOWN HOSE REEL,PM04,2565.8
2004-06-21,C,REPAIR HYDRAULIC TEMP ERROR,PM01,280.33
2004-07-09,C,REPAIR R/H BOOM HYD STEEL LINE,PM01,205.28
2004-07-24,C,REPAIR L/H HYD TEMP WIRING,PM01,136.86
2004-08-25,C,REPAIR HYD OIL LEAK,PM01,2923.4
2004-08-29,C,REPLACE CLAM CYL HOSE,PM01,172.19
2004-09-02,C,HYD HOSE BLOWN ON CLAM,PM01,414.82
2004-10-23,C,REPAIR OIL LEAK AT HYD HOSE CONNECTION.,PM01,56.96
2004-11-21,C,REPAIR SLEW TEMP WARNING FAULT,PM01,1733.61
2004-12-22,C,REPAIR LEAKING HYD PIPE,PM01,0
2004-12-30,C,IREPLACE BLOWN HYD. HOSE RYCO #,PM01,2345.1
2005-01-03,C,HYD PIPE LEAKING ON BOOM.,PM01,0
2005-01-20,C,BLOWN HYDRAULIC HOSE,PM01,332.22
2005-01-28,C,REPAIR HYD LINE ON SLEW,PM01,390.47
2005-02-08,C,CHANGE OUT LEFT SLEW MOTOR,PM01,0
2005-02-08,C,CHANGE OUT RIGHT SLEW MOTOR,PM01,0
2005-05-10,C,REPAIR HYD OIL LEAK ON BOOM,PM01,1776.2
2005-05-22,C,REPLACE STEEL LINE ON BOOM R/H SIDE,PM01,1066.84
2005-06-06,C,REPAIR LEAK ON SLEW MOTOR,PM01,512.86
2005-07-04,C,HYDRAULIC LEAK  - SLEW MOTOR,PM01,1265.66
2005-08-15,C,OIL CAP MISSING ON R/H SLEW RESERVOIR,PM01,119.81
2005-10-13,C,REPAIRS TO HYD HOSING ON BOOM,PM01,642.24
2005-10-20,C,RESEAL R/H SLEW MOTOR HOSES.,PM01,160.28
2005-10-20,C,OIL LEAK AROUND TIMING COVER,PM01,321.12
2005-11-02,C,BOOM / STICK HYDRAULIC HOSE BLOWN,PM01,742.29
2005-12-07,C,REPLACE BLOWN SERVO HYD HOSE,PM01,373.1
2006-02-08,C,SWING BOX OIL DISCOLOURED,PM01,81.12
2006-02-21,C,REPLACE HYDRAULIC FILTER MAGNET-BROKEN,PM01,110.69
2006-03-14,C,REPAIR HYD. OIL LEAKS,PM01,404.48
2006-04-02,C,REPLACE HOSE ON CLAM,PM01,1887.2
2006-04-02,C,HYD LEAK ON BOOM,PM01,377.82
2006-04-10,C,CHANGEOUT ~ LEFT HAND SLEW GEARCASE,PM02,64904.19
2006-04-12,C,CHANGEOUT ~ RIGHT HAND SLEW GEARCASE,PM02,64095.15
2006-05-02,C,CARRY OUT 10'000HR HYD.TUNE-UP-TEREX,PM01,10653.19
2006-05-03,C,REPLACE SERVO HOSES RYCO,PM01,775.06
2006-05-10,C,OIL LEAK UNDER CAR BODY,PM01,140.18
2006-05-20,C,OIL LEAK/ STICK  L/H STEEL TUBE TO CLAM,PM01,2120.17
2006-06-06,C,REPAIR HYDRAULIC LEAKS AS PER TEXT,PM01,0
2006-07-26,C,REPAIR OIL LEAK ON CLAM,PM01,232.32
2006-08-29,C,ERROR SWKT1 FAULT - RH SLEW MOTOR TEMP,PM01,925.81
2006-10-01,C,HYDRAULIC OIL LEAK NEAR ENGINE BAY,PM01,168.03
2006-10-12,C,REPLACE CLAM CIRCUIT HOSE- STICK /BUCKET,PM01,2000.12
2006-10-19,C,REPAIR CRACKED CRACKED HYD PIPE ON BOOM,PM01,1571.64
2006-11-14,C,REPAIR LEAKS AS PER TEXT,PM01,4796.08
2006-11-17,C,REPAIR HYD LEAK,PM01,0
2006-11-26,C,HYDRAULIC TUNE UP OF MACHINE,PM01,3012.58
2006-12-08,C,HYDRAULIC LEAK ON RH BOOM CYL,PM01,0
2006-12-12,C,MODIFY & FIT HOSE REEL TO REAR DECK,PM01,5326.09
2007-01-26,C,BLOWN HYDRAULIC HOSE,PM01,607.51
2007-01-26,C,BLOWN HYDRAULIC HOSE,PM01,316.13
2007-02-22,C,OIL LEAK  - SLEW BALANCE VALVE,PM01,161.96
2007-03-03,C,REPAIR LEAK ON CLAM HOSE,PM01,1534.25
2007-03-22,C,REPAIR OIL RENEWAL SYSTEM R/H,PM01,346.76
2007-03-26,C,BLOWN HYDRAULIC HOSE,PM01,2115.78
2007-03-28,C,HYD LEAK ON BOOM,PM01,2067.39
2007-04-05,C,REPLACE TEST FITTINGS,PM01,544.38
2007-04-08,C,REPLACE HYD HOSE,PM01,1885.39
2007-04-26,C,REPLACE BLOWN HYD HOSE,PM01,1147.42
2007-05-10,C,reseal#1main hyd. pump relief valve.,PM01,0
2007-05-13,C,hyd geaercase light on,PM01,227.03
2007-07-03,C,FABRICATE & FIT COVER TO OILCOOLER WALL,PM01,391.65
2007-08-06,C,CHANGEOUT LH HYDRAULIC FAN PUMP,PM01,4731.05
2007-08-06,C,CHANGEOUT RH HYDRAULIC FAN PUMP,PM01,4731.05
2007-08-08,C,CHANGEOUT ~ LEFT SLEW MOTOR,PM02,5814.51
2007-08-09,C,CHANGEOUT ~ RIGHT SLEW MOTOR,PM02,5814.51
2007-08-10,C,CLAM PIPING HAS AN OIL LEAK,PM01,1725.32
2007-08-23,C,REPLACE HYD HOSE @ FILTER BLOCK,PM01,33
2007-09-18,C,OIL LEAK AT CENTRIFUGE,PM01,0
2007-09-18,C,OIL LEAK AT CLAM VALVE - RESEAL,PM01,0
2007-09-23,C,REPAIR BLOWN O RING ON BOOM HYD HOSE,PM01,793.72
2007-10-02,C,RH front travel hose leaking,PM01,14.84
2007-10-04,C,HYDRAULIC LEAK ON TRAVEL HOSE,PM01,516.11
2007-10-15,C,COMPLETE  DEFECTS AS REQUIRED,PM01,607.94
2007-10-26,C,REPAIR HYD LEAK ON BACK OF BOOM PIPE,PM01,0
2007-11-15,C,REPLACE LEAKING CROSSOVER HOSE@SCREENS,PM01,0
2007-11-27,C,CHANGEOUT LH SLEW MOTOR-WARRANTY,PM01,95.05
2007-11-29,C,SLEW BRAKES NOT HOLDING WELL,PM02,4320.61
2007-12-02,C,OIL LEAK ON SLEW CIRCUIT,PM01,165.48
2007-12-14,C,HYD COOLER FILTER BYPASS SCREEN MISSING,PM01,0
2007-12-17,C,CONTAMINATION LIGHT ON,PM01,0
2007-12-18,C,"leaking main  hose end ,pos 1 slew mtr",PM01,0
2008-01-15,C,re-seal leaking lh slew blockin valve,PM01,338.87
2008-01-23,C,C/OUT RH SLEW BRAKE- NOT HOLDING WELL,PM02,5173.26
2008-02-08,C,replace lh clam steel line on boom,PM01,2182.86
2008-03-22,C,REPLACE BLOWN R.H BOOM HOSE,PM01,903.23
2008-04-04,C,SLEW FAULT VIBRATION,PM01,276.01
2008-05-17,C,BLOWN HOSE IN SLEW AREA,PM01,569.44
2008-05-19,C,REPLACE HYD TEMP SENDER,PM01,210.89
2008-05-19,C,CHANGE OUT HYDRAULIC OIL  (SOS REPORT),PM01,0
2008-06-13,C,REPLACE LEAKING L/H CROWD CYL. HOSE,PM01,3123.98
2008-07-01,C,BLOWN HYD HOSE ON BOOM,PM01,1350.67
2008-07-07,C,BLOWN HOSE ON SLEW CIRCUIT,PM01,3097.23
2008-07-13,C,BLOWN HYDRAULIC OIL HOSE ON BUCKET,PM01,5341.32
2008-08-12,C,HYDRAULIC OIL LEAK - STEEL TUBE,PM01,0
2008-08-13,C,BLOWN CLAM HOSE,PM01,2299.94
2008-08-20,C,RESEAL LH & RH HYD RETURN MANIFOLDS,PM01,106.96
2008-08-28,C,REPAIR OIL LEAK ON BOOM - PIPE SPILT,PM01,44.52
2008-09-15,C,OIL BURN SYSTEM NOT WORKING - INVESTIGAT,PM01,148.14
2008-09-22,C,CHANGEOUT ~ FRONT HYDRAULIC OIL COOLER,PM02,0
2008-10-11,C,HYD LEAK ON BACK OF BOOM,PM01,1257.89
2008-10-18,C,REPAIRS TO R/H BUCKET RAM  HYD HOSE,PM01,1920.16
2008-11-04,C,REPAIR HYDRAULIC OIL LEAK,PM01,245.53
2008-11-08,C,CHANGEOUT ~ REAR HYDRAULIC OIL COOLER,PM02,0
2008-11-29,C,RH SLEW GEARBOX LEAKING,PM01,0
2008-12-05,C,CHANGEOUT ~ RIGHT SLEW GEARBOX,PM02,167963.34
2008-12-05,C,CHANGEOUT ~ LEFT SLEW GEARBOX,PM02,4500.3
2009-02-04,C,CHIP INDICATOR CONTAMINATED,PM01,81.72
2009-03-06,C,REPLACE LEAKING STEEL LINE ON BOOM,PM01,3857.42
2009-04-04,C,REPAIR HYD LEAKS AS LISTED,PM01,1067.14
2009-05-14,C,PILOT HOSE ON FLOAT VALVE,PM01,319.44
2009-05-16,C,BLOWN HOSE NEAR SLEW AREA,PM01,184.77
2009-05-18,C,REPLACE BLOWN HYD HOSE,PM01,0
2009-06-10,C,OIL LEAK ON R/H PUMPDRIVE GEARBOX.,PM01,939.54
2009-08-31,C,REPAIR OIL LEAK AROUND HP FILTERS.,PM01,0
2009-08-31,C,REPLACE DUST EJECTOR HOSES ON MUFFLERS,PM01,0
2009-11-29,C,CRACKED HYDRAULIC PIPE ON BOOM,PM01,0
2010-02-10,C,REPLACE BLOWN HOSE ON HP FILTERS.,PM01,284.53
2010-02-22,C,ON LOW TRAM IT CRABS TO RIGHT,PM01,0
2010-03-02,C,BLOWN HYDRAULIC HOSE,PM01,118.1
2010-03-06,C,OIL LEAK ON BOOM PIPING,PM01,118.1
2010-03-15,C,OIL LEAK ON BOOM,PM01,1538.98
2010-04-05,C,OIL LEAK ON RH DRIVE MOTOR,PM01,2747.95
2010-04-08,C,BLOWN BOOM HYDRAULIC HOSE,PM01,1508.81
2010-04-16,C,SHD0023 - R/H gear box oil leak,PM01,484.91
2010-05-04,C,CHANGEOUT ~ LEFT SLEW MOTOR,PM02,8204.54
2010-05-04,C,CHANGEOUT ~ RIGHT SLEW MOTOR,PM02,7061.62
2010-06-07,C,BLOWN HOSE ON SLEW  XOVER SCREENS,PM01,374.26
2010-06-19,C,HYD LEAK ON CLAM PIPE,PM01,550.38
2010-07-14,C,REPLACE LH BUCKET CYL HOSES,PM01,1731.37
2010-08-20,C,REPAIR OIL LEAK ON BOOM,PM01,276.52
2010-09-28,C,REPLACE LOGIC SOLENOID HOSE,PM01,74.74
2010-09-28,C,LHR SLEW MOTOR BLOCK LEAKING,PM01,93.86
2010-10-23,C,CLEAN & TEST HYDRAULIC OIL COOLERS,PM01,49643.09
2010-10-25,C,CHANGEOUT ~ SLEW ROTOR/SWIVEL,PM02,12592.75
2010-11-01,C,CLEAN OUT HYDRAULIC OIL COOLERS,PM01,303.06
2010-11-15,C,REPLACE HOSES TO SLEW DRIVE BOX,PM01,6354.33
2010-11-26,C,REPLACE HYDRAULIC RETURN SCREENS,PM01,1312.21
2011-01-12,C,REPAIR HYD LEAK ON HI PRESSURE HOSE. HOS,PM01,1295.88
2011-01-23,C,OIL LEAK ON BOOM PIPING,PM01,1317.13
2011-01-27,C,Low oil pressure LHE,PM01,4631.15
2011-03-23,C,BLOWN HYD HOSE.,PM01,0
2011-03-26,C,HYDRAULIC OIL LEAK  @R8,PM01,1005.75
2011-04-14,C,HYDRAULIC LEAK /UNDERCARRAGE,PM01,1361.01
2011-04-22,C,REPLACE MCV CONTROL HOSE.,PM01,2299.16
2011-04-28,C,LH SLEW MOTOR ERROR,PM01,277.87
2011-05-10,C,RESEAL LEAKING HOSES & FITTINGS,PM01,873.84
2011-05-16,C,Investigate Adverse RHI FD Oil Sample,PM01,0
2011-05-24,C,DIAGNOSE SLOW HYDRAULIC FUNCTIONS,PM01,600
2011-06-27,C,BLOWN HYD HOSE IN SLEW AREA,PM01,698.35
2011-07-01,C,BLOWN SLEW HOSE,PM01,1710.8
2011-07-04,C,Repair hyd oil leak,PM01,2609
2011-09-09,C,REPLACE RH SLEW HOSE,PM01,1051.89
2011-10-17,C,Oil leaks HP Filters,PM01,501.37
2011-10-17,C,CHANGEOUT ~ LEFT SLEW GEARBOX,PM02,0
2011-10-17,C,CHANGEOUT ~ RIGHT SLEW GEARBOX,PM02,0
2011-10-17,C,CHANGEOUT ~ SLEW BRAKE LEFT,PM02,0
2011-10-17,C,CHANGEOUT ~ SLEW BRAKE RIGHT,PM02,0
2011-12-01,C,CHANGEOUT ~ SLEW RING GEAR/BEARING,PM02,0
2003-06-29,D,Remove cover to fix loose hose,PM01,162.7
2003-07-21,D,oil leak on l/h slew blocking valve,PM01,1708.31
2003-08-26,D,noise when slewing,PM01,122.99
2003-09-05,D,SLEW BRAKE NOT RELEASING,PM01,446.11
2003-09-07,D,No Slew,PM01,520.46
2003-09-08,D,no slew,PM01,0
2003-10-17,D,Change L+R slew box oils,PM01,126.79
2003-10-19,D,repair hyd hoses,PM01,90.23
2003-10-27,D,repair hyd oil leak,PM01,266.86
2003-11-05,D,cracked pipe    ( see text),PM01,794.96
2004-01-28,D,Fab & fit diesel hose,PM01,782.86
2004-05-10,D,propel mtr oil leak on both motors,PM01,122.37
2004-07-06,D,low oil in l/h pump drive box,PM01,456.04
2004-07-06,D,no hydraulics,PM01,228.02
2004-07-30,D,Repair oil leak,PM01,387.7
2004-08-06,D,Hyd pipe leaking..cracked,PM01,29.25
2004-08-23,D,P.T.O. Top up oil,PM01,662.45
2004-09-16,D,Supply 85/140 top up oil - 40l.,PM01,1146.4
2004-09-18,D,replace blown hyd hose,PM01,61.04
2004-09-29,D,Rectify hydraulic oil leak.,PM01,218.57
2004-10-01,D,wiggins hose SEE TEXT,PM01,0
2004-10-01,D,LH Slew brake slipping,PM01,3028.42
2004-10-01,D,RH slew brake slipping,PM01,3028.42
2004-11-03,D,DROP PTO BOX OIL,PM01,248.05
2004-12-14,D,replace hoses on dust extractors,PM01,420.13
2005-01-11,D,"reseal slew flushing valve ,valve is und",PM01,0
2005-03-13,D,R/H tramming motor blown hose.,PM01,1618.7
2005-03-22,D,Replace Hyd hose.,PM01,1170.59
2005-04-07,D,Remove covers Clean and Repair oil leaks,PM01,3530.01
2005-04-08,D,Hyd hose leaking.,PM01,0
2005-05-08,D,leaking hose,PM01,235.7
2005-05-26,D,replace mcv return hose,PM01,2000
2005-05-30,D,replace hyd. line,PM01,500.19
2005-06-03,D,oil cooler require cleaning,PM01,0
2005-06-23,D,oil leaks at hydraulic tank wash & scope,PM01,0
2005-07-03,D,oil leak on r/h slew motor,PM01,361.72
2005-07-16,D,ACC: repair track tention steel lines,PM06,980.21
2005-07-18,D,Replace hyd line,PM01,1581.87
2005-07-20,D,Reseal 10Bar Valve Hose,PM01,661.25
2005-07-20,D,reseal hoses hyd nodule wall,PM01,0
2005-08-26,D,machine wont slew,PM01,1269.69
2005-11-11,D,replace r/h slew motor contam switch,PM01,265.61
2005-11-28,D,top up oil to slew and gear reservior,PM01,1381.19
2005-12-18,D,Oil leak front timing cover LH,PM01,2112.29
2005-12-20,D,Pirtek replace hoses SHD24,PM01,248.6
2006-01-04,D,supply drum of oil to machine,PM01,46.92
2006-01-04,D,low on oil 85/140,PM01,0
2006-02-07,D,SHD0024 Replace L/H slew gearbox,PM01,63624.08
2006-02-08,D,SHD0024 Replace R/H slew gearbox,PM01,63410.53
2006-02-13,D,Replace blown propel hose,PM01,1569.49
2006-02-20,D,Repair oil leaks swing,PM01,0
2006-03-09,D,P1 Swash adj. leaking,PM01,13.01
2006-03-13,D,Pirtek SHD24 8/3/06 Repairs,PM01,926.34
2006-03-16,D,slew box leak,PM01,0
2006-04-06,D,oil at slew motor hose end,PM01,82.51
2006-04-06,D,SHD24 Replace P1,PM02,28632.24
2006-04-06,D,SHD24 Replace P2,PM02,26288.26
2006-04-06,D,SHD24 Replace P3,PM02,26288.26
2006-04-06,D,SHD24 Replace P4,PM02,26288.26
2006-04-10,D,SHD24 slew pump  chip indicator u/s,PM01,1041.32
2006-05-03,D,SHD24 Replace L/H slew motor,PM01,10841.98
2006-05-03,D,SHD24 Replace R/H slew motor,PM01,9934.51
2006-05-12,D,Slew hose blown,PM01,1732.59
2006-05-19,D,replace crowd hose r//h side,PM01,4491.63
2006-05-19,D,replace crowd hose r//h side,PM01,928.96
2006-05-21,D,hyd breather for tank clogged,PM01,124.82
2006-05-21,D,blocked breather on hyd tank,PM01,0
2006-05-23,D,OIL LEAK,PM01,464.48
2006-05-25,D,Replace hyd low level alarm switch SHD24,PM01,0
2006-06-13,D,Replace return hose on MCV SHD24,PM01,350.12
2006-06-28,D,REPLACE SLEW HOSE.,PM01,498.01
2006-06-28,D,Blowen hyd. hose,PM01,0
2006-06-30,D,Intermittent oil pressure alarm SHD24,PM01,0
2006-07-28,D,BLOWN 'O' RING  UNDER HYD.TANK,PM01,263.17
2006-07-30,D,Repair oil leak on logic valve SHD24,PM01,0
2006-08-10,D,NO L/H OIL GAUGE,PM01,0
2006-08-14,D,Scope oil leak on R/H propel motor,PM01,0
2006-09-16,D,Replace blown hose,PM01,0
2006-09-28,D,Repair leak at R/H slew motor,PM01,217.22
2006-09-28,D,oil leak,PM01,32.3
2006-10-18,D,replace slew hyd. hose,PM01,808.93
2006-10-19,D,HOSE WEARING,PM01,693.07
2006-10-19,D,Reseal R/H slew motor hoses,PM01,0
2006-10-21,D,Hyd hose blown in superstructure SHD24,PM01,8.36
2006-11-09,D,Pirtek SHD24 Hoses,PM01,237.97
2006-11-28,D,OIL  LEAK,PM01,0
2006-11-30,D,Replace R/H propel hoses,PM01,8477.2
2006-11-30,D,Pirtek SHD0024 Hoses,PM01,0
2006-12-01,D,Leaking hyd. hose,PM01,165.49
2006-12-04,D,massive hydraulic oil leak,PM01,502.89
2006-12-19,D,Slew hour meter not working,PM01,0
2006-12-21,D,Replace L/H propel hoses,PM01,6659.28
2006-12-21,D,Pirtek SHD0024Hoses,PM01,998.12
2006-12-21,D,Reseal slew blocking valves,PM01,0
2007-01-11,D,NO slew (see history),PM01,0
2007-01-11,D,ACC:replace both track adjusting hoses,PM06,0
2007-01-18,D,Lost Slew,PM01,0
2007-02-08,D,Hose out all coolers,PM01,0
2007-02-08,D,Pirtek SHD24 Hoses,PM01,924.03
2007-02-27,D,Leaking fitting slew balance valve,PM01,0
2007-03-21,D,Fitting leaking on slew balance valve,PM01,0
2007-03-22,D,replace loop hose on RH MCV,PM01,531.21
2007-04-17,D,Replace blown slew  hose SHD24,PM01,377.8
2007-04-17,D,Pirtek SHD0024 Hoses,PM01,0
2007-04-19,D,oil leaking around rotary joint,PM01,0
2007-05-29,D,Repair hyd. leak,PM01,0
2007-05-29,D,Replace slew motor hose,PM01,564.41
2007-06-09,D,Blown Hyd Line,PM01,523.31
2007-06-09,D,Pirtek SHD24 Hoses,PM01,364.82
2007-06-10,D,Loosing hydraulic oil,PM01,182.43
2007-06-22,D,cuting out on oil contamination,PM01,0
2007-06-25,D,slew motor,PM01,9185
2007-07-28,D,Loose hydraulic fitting,PM01,0
2007-07-28,D,Changeout valve hyd hose on SHD24,PM01,5260.57
2007-07-30,D,replace hyd hose,PM01,2800.75
2007-08-14,D,Replace hydraulic hose,PM01,291.87
2007-08-27,D,Repair hydraulic leaks,PM01,0
2007-09-13,D,L/H slew motor reservoir  leak.,PM01,0
2007-09-20,D,Replace slew rotor,PM01,23195.67
2007-10-02,D,Lower radiator hose blown SHD24,PM01,447.06
2007-10-03,D,Coolant hose from pirtek,PM01,431.36
2007-10-04,D,Pirtek to replace hoses,PM01,424
2007-10-18,D,Oil leak front H/P logic block,PM01,2819.38
2007-10-18,D,oil leak inlet to oil burner cover plate,PM01,341.94
2007-11-09,D,Bolwn hydraulic hose in house,PM01,1402.47
2007-12-06,D,Pirtek SHD0024 Repairs,PM01,440.84
2007-12-12,D,Hydraulic oil leak,PM01,347.32
2007-12-23,D,oil leak,PM01,1111.05
2008-01-25,D,replace hose l/h fan pump case drain,PM01,408.22
2008-01-29,D,Blown hyd hose,PM01,1762.29
2008-01-31,D,Replace P4 case drain hose,PM01,0
2008-01-31,D,Replace L/H bottom crowd hyd pipe,PM01,0
2008-02-20,D,No 4 slew overheating,PM01,2386.84
2008-02-22,D,p3 primary relief leak,PM01,68.04
2008-02-29,D,Oil leak SHE 24,PM01,250.97
2008-03-01,D,Slow slew  SHD0024,PM01,229.66
2008-03-08,D,Oil leak under carbody SHD0024,PM01,0
2008-03-11,D,Fabricate washdown hose reel.,PM01,2392.76
2008-03-11,D,case drain hose leaking,PM01,55.98
2008-03-11,D,case drain hose leaking,PM01,0
2008-03-18,D,Replace coolant hose,PM01,619.25
2008-03-22,D,repair / replace leaking hose,PM01,320.75
2008-04-01,D,Reseal hyd. tank bung,PM01,0
2008-04-18,D,right slew hose leak,PM01,860.19
2008-04-22,D,terex  slew ring deflection in spection,PM01,125.07
2008-04-23,D,P3 contamination fault,PM01,213.42
2008-04-28,D,Hydraulic leak,PM01,125.07
2008-04-28,D,Hyd oil leak  SHD24,PM01,375.22
2008-05-15,D,SCV BOILY LABOUR SHD24 15.05.08,PM01,0
2008-05-15,D,shd0024 hose leaks,PM01,817.84
2008-05-17,D,blown L/H side slew hose SHD24,PM01,1357.59
